gig_id,date,venue,venue_mbid,city,country,festival,event_mbid,status,notes
g200619,2020-06-19,Schlachthof Wiesbaden,dae75ab9-a6f1-4223-af0c-1b12f90d39fd,Wiesbaden,Germany,,,Cancelled,COVID-19
g200620,2020-06-20,La Laiterie Artefact,a181b85e-abf5-4078-b62d-d4d71d264627,Strasbourg,France,,,Cancelled,"Rescheduled to g210618, due to COVID-19"
g200621,2020-06-21,Caves du Manoir,,Martigny,Switzerland,,,Cancelled,COVID-19
g200623,2020-06-23,Bad Bonn,,Dudingen,Switzerland,,,Cancelled,COVID-19
g200801,2020-08-01,Barby,,Tel Aviv,Israel,,,Cancelled,"Rescheduled to 2021-09-02, due to COVID-19"
g200822,2020-08-22,Nikola-Lenivets,,Kaluga Oblast,Russia,Signal 2020,,,
g200829,2020-08-29,,,Tallinn,Estonia,Tallinn Music Week,,Cancelled,COVID-19
g200912,2020-09-12,K-30,,Saint Petersburg,Russia,Present is Perfect,,,
g201114,2020-11-14,A2,fd52cd06-8711-4816-be8a-5f0bfdf29278,Saint-Petersburg,Russia,,,Cancelled,"Rescheduled to g210520, due to COVID-19"
g201125,2020-11-25,Adrenaline Stadium,113f76b3-efe3-4386-b949-503d98627c45,Moscow,Russia,,,Cancelled,"Rescheduled to g210515, due to COVID-19"
g210213,2021-02-13,Yeltsin Center,5b0fd79d-95c2-48f9-82d3-a2f2a629f41a,Yekaterinburg,Russia,Now/Open Showcase Festival,,,
g201104,2021-03-19,Prime Hall,,Minsk,Belarus,,,TBD,
g201011,2021-04-14,Podzemka,,Novosibirsk,Russia,,,,
g201009,2021-04-15,МТБЦ «Пилот»,,Krasnoyarsk,Russia,,,,
g201010,2021-04-17,РайON,,Tomsk,Russia,,,,
g201013,2021-04-18,Ресторан Paulaner Brauhaus,,Novokuznetsk,Russia,,,,
g201015,2021-04-20,ANGAR,,Omsk,Russia,,,,
g201018,2021-04-21,YesRockClub,,Tyumen,Russia,,,,
g210423,2021-04-23,Svoboda,,Perm,Russia,,,,
g201020,2021-04-24,Svoboda,,Yekaterinburg,Russia,,,,
g201021,2021-04-25,OZZ CONCERT club,,Chelyabinsk,Russia,,,,
g201023,2021-04-27,Club XI,,Ufa,Russia,,,,
g201026,2021-04-29,Zvezda,,Samara,Russia,,,,
g201027,2021-04-30,Werk,,Kazan,Russia,,,,
g201029,2021-05-01,Premio Centre,,Nizhny Novgorod,Russia,,,,
g201030,2021-05-02,Kitayskiy Letchik Dzhao Da,,Yaroslavl,Russia,,,,
g200930,2021-05-04,Backstage,,Tula,Russia,,,Rescheduled,Rescheduled to g210602
g201001,2021-05-06,Arena Hall,,Voronezh,Russia,,,Rescheduled,Rescheduled to g210602
g201002,2021-05-07,КРОП ARENA,,Rostov-on-Don,Russia,,,Rescheduled,Rescheduled to g210605
g201003,2021-05-08,КРОП ARENA,,Krasnodar,Russia,,,Rescheduled,Rescheduled to g210606
g210515,2021-05-15,Adrenaline Stadium,113f76b3-efe3-4386-b949-503d98627c45,Moscow,Russia,,,,
g210520,2021-05-20,A2,fd52cd06-8711-4816-be8a-5f0bfdf29278,Saint-Petersburg,Russia,,,,Rescheduled from g201114
g210531,2021-05-31,Proxima,1b50f9ca-afc7-48ad-ba4b-0e67e300fb94,Warsaw,Poland,,,,
g210602,2021-06-02,Backstage,,Tula,Russia,,,,
g210604,2021-06-04,Arena Hall,,Voronezh,Russia,,,,
g210605,2021-06-05,КРОП ARENA,,Rostov-on-Don,Russia,,,,
g210606,2021-06-06,КРОП ARENA,,Krasnodar,Russia,,,,
g210608,2021-06-08,Melkweg,0c48200f-1ac7-4147-b891-4a021990af45,Amsterdam,Netherlands,,,Cancelled,Cancellation announced on FB event page on 2021-05-06
g210614,2021-06-14,Botanique,9fe4e083-a684-4c1f-9cda-716b994c2fcf,Brussels,Belgium,,,,
g210615,2021-06-15,La Bulle Café,,Lille,France,,,Cancelled,Cancellation announced on FB event page on 2021-05-06
g210616,2021-06-16,GLAZART,59fa67e2-b7b5-4908-a4fb-84caad3882a0,Paris,France,,,Cancelled,Cancellation announced on FB event page on 2021-05-06
g210618,2021-06-18,La Laiterie Artefact,a181b85e-abf5-4078-b62d-d4d71d264627,Strasbourg,France,,,Cancelled,"From venue event page: ""Suite à la crise sanitaire et à l’annulation de la tournée du groupe, le concert de SHORTPARIS prévu le 18 juin 2021 est ANNULÉ."""
g210627,2021-06-27,Zelyony Island,,Lipetsk,Russia,Fox Rock Fest 2021,,,
g210702,2021-07-02,Plovdiv Rowing Channel,,Plovdiv,Bulgaria,Wrong Fest 2021,,,Exact date TBD
g210703,2021-07-03,Sevkabel Port,,Saint Petersburg,Russia,St. Fields,,,Exact Date TBD
g210708,2021-07-08,VDNG,,Kiev,Ukraine,Atlas Weekend,,,
g210723,2021-07-23,Football Stadium Za Lužánkami,,Brno,Czech Republic,Pop Messe 2021,,,Exact date TBD
g210807,2021-08-07,Jao Dacha,,Pereslavl-Zalessky,Russia,Lyotchik Fest 2021,,,
g210826,2021-08-26,Youth Cultural Center,,Skopje,North Macedonia,Zdravo Mladi 2021,,,
g210902,2021-09-02,Barby,,Tel Aviv,Israel,,,,
