status,title,url,uploader,gig_id,content_type,content,notes
,Shortparis - Live performance @ Aglomerat Moscow 5|13 2018,https://www.youtube.com/watch?v=5pzDcNgPy5U,D BO,g180513,,,
,"SHORTPARIS - 18.05.2018@Aurora-hall, Петербург",https://www.youtube.com/watch?v=UwnG_R0n5Z0,MITIN1965,g180518,Full Set,,
,"Shortparis - P/W - Live at Closer, Kyiv [25.05.2018] (multicam)",https://www.youtube.com/watch?v=20TOBRMIYnM&list=PL3Y5L2mxc6Xh1v2rmcs3-LeSI95XDFbEv,kiraigigs,g180525,Song,P/W,
,Shortparis и «Упсала-цирк» — Что-то особое во мне,https://vk.com/video-15911874_456239606,Собака.ru,g180614,Song,Что-то особое во мне,featuring Upsala Circus
,Valkhof Sessie | Shortparis,https://www.youtube.com/watch?v=lxuMMAODsSQ,Valkhof Festival,g180715,Song,Стыд,
,Shortparis Worm Rotterdam,https://www.youtube.com/watch?v=ycn7Nt_oT0o,Natasha Padabed,g180717,Song,,
,"Shortparis @ фестиваль Поток, арт-кемпинг, Рыляки Юхновского района, 4.08.2018",https://www.youtube.com/watch?v=y8pfcqk36zg,Александр Долгов,g180804,Song,Что-то особое во мне,
,"Shortparis - AMSTERDAM, фестиваль Поток, арт-кемпинг, 04.08.18",https://www.youtube.com/watch?v=gRo25UBBup0,Александр Долгов,g180804,Song,Amsterdam,
unavailable,shortparis@yaga gathering'18 - dzukijos miskai,https://www.youtube.com/watch?v=z5Dtu7L09go,,g180811,,,
,"Shortparis – ""Стыд (Shame)"" live @ Pop-Kultur Festival Berlin 2018 | Arte TRACKS",https://www.youtube.com/watch?v=mdqlvlqSV5E,Arte TRACKS,g180817,Song,Стыд,
,"SHORTPARIS - 20.12.2018@Cosmonavt, Петербург",https://www.youtube.com/watch?v=rG2Md93KZ6k,MITIN1965,g181220,Full Set,,
,"Shortparis at Hafenklang, Hamburg. Insane.",https://www.youtube.com/watch?v=hqSgXqqvZCY,Natasha Padabed,g190128,Song,,
,"Shortparis - Любовь, Vilnius 2019-02-02",https://www.youtube.com/watch?v=s3twYCaRukE,Skirmante Bil,g190202,Song,Любовь,
,SHORTPARIS - Новокузнецк (live Vilnius),https://www.youtube.com/watch?v=nVQosKppGf8,Skirmante Bil,g190202,Song,Новокузнецк,
,Shortparis Live in Vilnius,https://vimeo.com/316872741,4d,g190202,Song,Страшно,
,Концерт SHORTPARIS в BUNKER | 23 марта,https://vk.com/video-6873687_456239109?list=1fd888b22d41e04122,Эскобар КАРАОКЕ-БАР НОЧНОЙ КЛУБ Новокузнецк,g190324,,,
,SHORTPARIS В Новокузнецке,https://www.youtube.com/watch?v=1aoK5JZNOfk,КузРок,g190324,Full Set,,
,Shortparis (RU) live in Prague @ Cafe V Lese. 27/4/2019,https://www.youtube.com/watch?v=OhmyvpiVN30,gilly khan,g190427,Song,,
,Shortparis @ Donaufestival Krems (28/4/2019),https://www.youtube.com/watch?v=FlimoECDx3o,Oliver Plischek,g190428,Song,,
,Shortparis - Весело / Что-то особое во мне / Live in London,https://www.youtube.com/watch?v=xqNBEe5TE3Y,Karamazoff,g190504,Multiple Songs,Весело||Что-то особое во мне,
,Shortparis - Ту-Ту / Live in London,https://www.youtube.com/watch?v=qyJNSw99Vj0,Karamazoff,g190504,Song,Туту,
,Shortparis - P/W ^Live in London,https://www.youtube.com/watch?v=FE_J19jAEtk,Karamazoff,g190504,Song,P/W,
,Shortparis - Страшно / Live in London,https://www.youtube.com/watch?v=aIP5_GLopdQ,Karamazoff,g190504,Song,Страшно,
,Watch: Shortparis Slay the Gigwise Stage at Sound City,https://www.gigwise.com/news/3315297/watch-shortparis-slay-the-gigwise-stage-at-sound-city,Gigwise,g190505,Song,Стыд,
,Shortparis in Wuppertal,https://www.facebook.com/natasha.padabed/videos/10219985360850149/,Natasha Padabed,g190513,,,
unavailable,"Shortparis - Страшно (Вагонка, Калининград)",https://vk.com/video1690292_456239083,,g190515,Song,Страшно,
,"Shortparis - Страшно (Live, Riga, One One, 16.05.2019)",https://www.youtube.com/watch?v=5cit_xjbMNw,Sergej Biohazardov,g190516,Song,Страшно,
,"Shortparis - Новокузнецк (live @ A2, spb, 23.05.2019)",https://www.youtube.com/watch?v=E_MqFaVs7BU,Анатолий Никитюк,g190523,Song,Новокузнецк,
,Shortparis. A2 club. St.Petersburg. 23.05.2019,https://www.youtube.com/watch?v=qvNEr-UhaBw,Natasha Padabed,g190523,Song,Amsterdam,
,"SHORTPARIS 26.05.2019 @ГлавClub, Москва (full concert)",https://www.youtube.com/watch?v=JRLwPSzEbug,Nataly Light,g190526,Full Set,,
,SHORTPARIS - СТРАШНО (SCARY) LIVE MOSCOW (GLAVCLUB GREEN CONCERT),https://www.youtube.com/watch?v=WZCLgSY1bSA,Olga Anon,g190526,Song,Страшно,
,SHORTPARIS - ЛЮБОВЬ (LOVE) LIVE MOSCOW (GLAVCLUN GREEN CONCERT),https://www.youtube.com/watch?v=XCoC1gUL2QY,Olga Anon,g190526,Song,Любовь,
,Shortparis - Страшно @ Glavclub Green Concert - Moscow - 2019|26|5,https://www.youtube.com/watch?v=sAPJ36vpTT8,D BO,g190526,Song,Страшно,
,Shortparis - Стыд / Styd - Shame @ Glavclub Green Concert - Moscow 2019|26|5,https://www.youtube.com/watch?v=DvuYH_63UK0,D BO,g190526,Song,Стыд,dancebreak
,Shortparis - Стыд (Москва 26.05.2019),https://www.youtube.com/watch?v=CobJkeQGiYY,tossikkis,g190526,Song,Стыд,dancebreak
,Shortparis - Страшно (часть) (Москва 26.05.2019),https://www.youtube.com/watch?v=na0XGxP7RGU,tossikkis,g190526,Song,Страшно,
,Shortparis - Туту (Москва 26.05.2019),https://www.youtube.com/watch?v=Ewt1QLdIZcM,tossikkis,g190526,Song,ТуТу,
,Shortparis - The Final of The Live Performance @ GlavClub Green Concert - Moscow 2019|26|5,https://www.youtube.com/watch?v=ws2D06yf_vM,D BO,g190526,Song,Только хуже стало,
,"SHORTPARIS - Страшно, Новокузнецк 26.05.2019 @ГлавClub",https://www.youtube.com/watch?v=Ff1t-9wq7Vc,Nataly Light,g190526,Multiple Songs,Страшно||Новокузнецк,
,SHORTPARIS 26.05.2019 @ГлавClubGreenConcert (part),https://www.youtube.com/watch?v=Ke1JzCLQ2hI,Nataly Light,g190526,Multiple Songs,,
,"Shortparis - Amsterdam (live @ Art-Factory Mechanica, Kharkov, 09.06.2019)",https://www.youtube.com/watch?v=0qY08bCn60I,igor_Joey,g190609,Song,Amsterdam,
,"Shortparis - Страшно (live @ Art-Factory Mechanica, Kharkov, 09.06.2019)",https://www.youtube.com/watch?v=N2cIU-vEalo,igor_Joey,g190609,Song,Страшно,
,"Shortparis - ТуТу (live @ Art-Factory Mechanica, Kharkov, 09.06.2019)",https://www.youtube.com/watch?v=SyYsWKZzEYM,igor_Joey,g190609,Song,ТуТу,
,"Shortparis - Отвечай за слова (live @ Art-Factory Mechanica, Kharkov, 09.06.2019)",https://www.youtube.com/watch?v=n75KEwNjDZw,igor_Joey,g190609,Song,Отвечай за слова,
,"Shortparis — Страшно (Санкт-Петербург, Василеостровский рынок, 15.06.2019)",https://www.youtube.com/watch?v=c80HMxLk1_0,Aleksandr Doronin,g190615,Song,Страшно,
,"SHORTPARIS, Ural Music Night Екатеринбург, 28-29.06.2019",https://www.youtube.com/watch?v=ML3XHxeEUUU,Роман Попов,g190628,Song,Поломало,
,SHORTPARIS на фестивале STEREOLETO 2019,https://www.youtube.com/watch?v=MK6ZFINUKAE,Денис Морозов,g190706,Full Set,,
,SHORTPARIS - Любовь (Фестиваль Боль 2019),https://www.youtube.com/watch?v=7X7b8M_yYws,Nataly Light,g190707,Song,Любовь,
,SHORTPARIS - Новокузнецк (Фестиваль Боль 2019),https://www.youtube.com/watch?v=v49wXT8zFUQ,Nataly Light,g190707,Song,Новокузнецк,
,SHORTPARIS - Жизнь за царя (Фестиваль Боль 2019),https://www.youtube.com/watch?v=T3JBCoZzh3E,Nataly Light,g190707,Song,Жизнь за царя,
,"SHORTPARIS - Стыд, Страшно (Фестиваль Боль 2019)",https://www.youtube.com/watch?v=nRDFvYBnPzM,Nataly Light,g190707,Multiple Songs,Стыд||Страшно,
,Shortparis - White Skin @Боль 07-07-19 (01),https://www.youtube.com/watch?v=m4m5SfCzlRc,a1argusblog,g190707,Song,White Skin,
,Shortparis @Боль 07-07-19 (02),https://www.youtube.com/watch?v=tRZ3mobh-yc,a1argusblog,g190707,Song,Так закалялась сталь,
,Shortparis - Что​-​то особое во мне @Боль 07-07-19 (03),https://www.youtube.com/watch?v=taIeHvlbhAA,a1argusblog,g190707,Song,Что-то особое во мне,
,Shortparis - Любовь @Боль 07-07-19 (05),https://www.youtube.com/watch?v=c_dKAYLh0bw,a1argusblog,g190707,Song,Любовь,
,Shortparis - Стыд @Боль 07-07-19 (07),https://www.youtube.com/watch?v=6nquibEX4Ys,a1argusblog,g190707,Song,Стыд,
,"Shortparis - Боже, царя храни + Новокузнецк @Боль 07-07-19 (09)",https://www.youtube.com/watch?v=1_oStJ5tH20,a1argusblog,g190707,Multiple Songs,Жизнь за царя||Новокузнецк,
,Shortparis - Страшно @Боль 07-07-19 (08),https://www.youtube.com/watch?v=kReDmKtR15Q,a1argusblog,g190707,Song,Страшно,
,Devilstone 2019 Shortparis live,https://www.youtube.com/watch?v=UTcLUcI7VEc,edvard borkovski,g190711,Song,Страшно,
,Shortparis at Pohoda festival,https://www.youtube.com/watch?v=x4cuv4m7Pr0,Natasha Padabed,g190713,Song,Новокузнецк,
,"Shortparis - Новокузнецк (Фестиваль ""Форма"" 2019)",https://www.youtube.com/watch?v=H4jGyOf9IaM,Nataly Light,g190728,Song,Новокузнецк,
,"Shortparis - Страшно (Фестиваль ""Форма"" 2019)",https://www.youtube.com/watch?v=xwaZJiC1o_g,Nataly Light,g190728,Song,Страшно,
,"Shortparis x Диденко (Гоголь-центр) - Форма 2019 2/6 Туту (фрагмент) (28/07/2019, Флакон, Мск)",https://www.youtube.com/watch?v=aZCD13aSj8k,AG Galfinger,g190728,Song,ТуТу,
,"Shortparis - Что-то особое во мне (Фестиваль ""Форма"" 2019)",https://www.youtube.com/watch?v=h0mkilRE6TI,Nataly Light,g190728,Song,Что-то особое во мне,
,Shortparis - Сын @Форма 28-07-19 (5),https://www.youtube.com/watch?v=U25LMFq_m_0,a1argusblog,g190728,Song,Сын,
,"Shortparis - Отвечай за слова (Live 09/08/2019, Фест Джао Дача, Переславль)",https://www.youtube.com/watch?v=vUoOcstrQFk,AG Galfinger,g190809,Song,Отвечай за слова,
,"Shortparis - Страшно (Live 09/08/2019, Фест Джао Дача, Переславль)",https://www.youtube.com/watch?v=wCpfSiVbk9c,AG Galfinger,g190809,Song,Страшно,
,"Shortparis - Unidentified (Так закалялась сталь) (Live 09/08/2019, Фест Джао Дача, Переславль)",https://www.youtube.com/watch?v=eIg-oCaPtnM,AG Galfinger,g190809,Song,Так закалялась сталь,
,"Shortparis - Ma soeur (Live 14/08/2019, Adidas Originals x Родной звук, Moscow)",https://www.youtube.com/watch?v=rRqLG3j1xg4,AG Galfinger,g190814,Song,Ma Soeur,
,"Shortparis - P/w (Live 14/08/2019, Adidas Originals x Родной звук, Moscow)",https://www.youtube.com/watch?v=PpyYWHkhLKA,AG Galfinger,g190814,Song,P/w,
,"Shortparis - Туту (Live 14/08/2019, Adidas Originals x Родной звук, Moscow)",https://www.youtube.com/watch?v=XofAbjR2AMQ,AG Galfinger,g190814,Song,ТуТу,
,"Shortparis - Istrumental intro+Untitled (Live 14/08/2019, Adidas Originals x Родной звук, Moscow)",https://www.youtube.com/watch?v=244tdWDO_34,AG Galfinger,g190814,Multiple Songs,Поломало,
,Shortparis - Страшно Brave! Factory 2019,https://www.youtube.com/watch?v=fVEHR45gduI,Николай Трало,g190824,Song,Страшно,
,Shortparis - Что-то особое во мне (live 25.08.19),https://www.youtube.com/watch?v=LxXbjaymUEY,MikyRaketa,g190825,Song,Что-то особое во мне,
,Shortparis - Страшно / 13.09.19 / Festiwal Łódź 4 Kultur,https://www.youtube.com/watch?v=E4bBD0Mo4WY,Beaflo,g190913,Song,Страшно,
,"SHORTPARIS - Новокузнецк, Loftas fest 2019, Vilnius",https://www.youtube.com/watch?v=oytkTfFfSgk,Skirmante Bil,g190914,Song,Новокузнецк,
,Shortparis at Festsaal Kreuzberg Berlin,https://www.youtube.com/watch?v=_8Y1OnxOXOU,Natasha Padabed,g190916,Song,Новокузнецк,
,Shortparis at Festsaal Kreuzberg,https://www.youtube.com/watch?v=7owEYywH2fY,Natasha Padabed,g190916,Song,,
,Концерт Shortparis в честь юбилея «Ведомостей»,https://tvrain.ru/lite/teleshow/liven/kontsert_shortparis_v_chest_jubileja_vedomostej-493748/,,g190917,Full Set,,
,"Shortparis - Что-то особое во мне @ Kino Šiška, Ljubljana (27. 9. 2019)",https://www.youtube.com/watch?v=QTOgL5lxgMI,Frances577,g190927,Song,Что-то особое во мне,
,"Shortparis @ Kino Šiška, Ljubljana (27. 9. 2019)",https://www.youtube.com/watch?v=dZJ7vVTHDtc,Frances577,g190927,Song,,
,"Shortparis * Budapest, 2019",https://www.youtube.com/watch?v=M7omKgcXTqc,Kata Szabó,g190929,Song,,
,Shortparis - Страшно (Live at FiftyFifty Lab 2019),https://www.youtube.com/watch?v=SwxU3Qxj458,HighClouds,g191108,Song,Страшно,
,Shortparis - Что-то особое во мне (Live at FiftyFifty Lab 2019),https://www.youtube.com/watch?v=Q4GpOZGWKPY,HighClouds,g191108,Song,Что-то особое во мне,
,"SHORTPARIS - Нелюбовь, Что-то особое во мне, Так закалялась сталь(СК «Юбилейный» 16.11.19)",https://www.youtube.com/watch?v=dm7iwhx1jvU,Nataly Light,g191116,Multiple Songs,Нелюбовь||Что-то особое во мне||Так закалялась сталь,
,"SHORTPARIS - Requiem, Амстердам, Поломало, Страшно (СК «Юбилейный» 16.11.19)",https://www.youtube.com/watch?v=NejtpNcWlHM,Nataly Light,g191116,Multiple Songs,Requiem||Amsterdam||Поломало||Страшно,
,"SHORTPARIS - Ножевой, Любовь, Туту (СК «Юбилейный» 16.11.19)",https://www.youtube.com/watch?v=GTnxaNqqfCk,Nataly Light,g191116,Multiple Songs,Ножевой||Любовь||Туту,
,"SHORTPARIS - Ma Sœur, Стыд, Отвечай за слова (СК «Юбилейный» 16.11.19)",https://www.youtube.com/watch?v=uWeN4P0N7oQ,Nataly Light,g191116,Multiple Songs,Ma Soeur||Стыд||Отвечай за слова,
,SHORTPARIS - Новокузнецк (СК «Юбилейный» 16.11.19),https://www.youtube.com/watch?v=WvISGjGWio8,Nataly Light,g191116,Song,Новокузнецк,
,Shortparis. Yubileyny Stadion. 16.11.2019.,https://www.youtube.com/watch?v=zLiz_jtDxZg,Natasha Padabed,g191116,Song,Туту,
,Shortparis - только хуже стало (21.11.2019) LIVE + PERFORMANCE,https://www.youtube.com/watch?v=hT0wtFNpKRo,Diana Kim,g191121,Song,Только хуже стало,
,Shortparis - Стыд 21.11.2019 by lincoln colt,https://www.youtube.com/watch?v=O0_nM-aNr_o,Diana Kim,g191121,Song,Стыд,
,"SHORTPARIS - Ножевой (Москва, ADRENALINE STADIUM 21.11.19)",https://www.youtube.com/watch?v=2bSiuJXOJh4,Nataly Light,g191121,Song,Ножевой,
,Shortparis Нелюбовь,https://www.youtube.com/watch?v=201FaR4nY88,Diana Kim,g191121,Song,Нелюбовь,
,Shortparis - ТУТУ,https://www.youtube.com/watch?v=cGuizTbc8KY,Diana Kim,g191121,Song,Туту,
,Shortparis Отвечай за слова,https://www.youtube.com/watch?v=FxcQz7Xzu7U,Diana Kim,g191121,Song,Отвечай за слова,
,"SHORTPARIS - Только хуже стало (Москва, ADRENALINE STADIUM 21.11.19)",https://www.youtube.com/watch?v=EhJ4E5CRthM,Nataly Light,g191121,Song,Только хуже стало,back-up dancers
,Shortparis - Поломало at Adrenaline Stadium,https://www.youtube.com/watch?v=CL7P378WVZk,tossikkis,g191121,Song,Поломало,
,"Shortparis - Отвечай за слова (21/11/2019, Adrenaline Stadium, Мск) / ла-ла-ла!",https://www.youtube.com/watch?v=FjMLPQZXhcM,AG Galfinger,g191121,Song,Отвечай за слова,
,"Shortparis - Страшно (21/11/2019, Adrenaline Stadium, Мск) / хореографам - респект",https://www.youtube.com/watch?v=iZzzphtNnJg,AG Galfinger,g191121,Song,Страшно,back-up dancers
,"Shortparis - Стыд (21/11/2019, Adrenaline Stadium, Мск) / о, этот парный танец",https://www.youtube.com/watch?v=-5KxGuiPiQw,AG Galfinger,g191121,Song,Стыд,dancebreak
,"Shortparis - Только хуже стало (21/11/2019, Adrenaline Stadium, Мск) / финал, он же кульминация",https://www.youtube.com/watch?v=DXUcmkZeg_8,AG Galfinger,g191121,Song,Только хуже стало,
,"Shortparis - Туту (21/11/2019, Adrenaline Stadium, Мск) / Николай и хормейстер",https://www.youtube.com/watch?v=52jRT904s5s,AG Galfinger,g191121,Song,Туту,
,"Shortparis - Новокузнецк + ХОР (21/11/2019, Adrenaline Stadium, Мск)",https://www.youtube.com/watch?v=DIEs6TD6Ne8,AG Galfinger,g191121,Multiple Songs,Новокузнецк,
,Shortparis at Trans Musicales Rennes. 6.12.2020,https://www.youtube.com/watch?v=WnEody-vsCM,Natasha Padabed,g191206,Song,Amsterdam,actually 2019
,Shortparis en concert aux Trans Musicales de Rennes 2019,https://www.france.tv/spectacles-et-culture/festivals/trans-musicales-de-rennes-2018/1121267-shortparis-en-concert-aux-trans-musicales-de-rennes-2019.html,,g191206,Full Set,,
,"Shortparis -""Поломало""- live @ Trans Musicales de Rennes 2019 [actually Страшно]",https://www.france.tv/spectacles-et-culture/festivals/trans-musicales-de-rennes/1131453-shortparis-live-trans-musicales-de-rennes-2019.html,,g191206,Song,Страшно,
,"Signal 2020 - Symbol, Shortparis, Механический пёс (live aftermovie)",https://www.youtube.com/watch?v=Y3X0ZuhKHVo&t=4078s,Gotoparty,g200822,Full Set,,
,ShortParis в Екатеринбурге. Свобода 24.04.21,https://www.youtube.com/watch?v=91t1lyUmlOI,OR name IT,g201020,Multiple Songs,,weird filter
,"SHORTPARIS, Екатеринбург 24.04.2021",https://www.youtube.com/watch?v=ax7QwY5vinY,Роман Попов,g201020,Full Set,,
,"Shortparis - Говорит Москва (30/04/2021, Werk, Казань) / премьера! Да ещё и на бис!",https://www.youtube.com/watch?v=LMCjV1aOUD0,AG Galfinger,g201027,Song,Говорит Москва,
,"Shortparis - Бирюза (NEW) (30/04/21, Werk, Казань) / Душевный Шортпарис. И это был второй (!!!) бис",https://www.youtube.com/watch?v=RpXdZO79EvU,AG Galfinger,g201027,Song,Бирюза,
,Shortparis - КоКоКо (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=MCJDnZENc94,anael gard,g201029,Song,КоКоКо,
,Shortparis - Золото (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=OtqMURPXtTA,anael gard,g201029,Song,Золото,
,Shortparis - Поломало (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=1Ne8SlpC1DI,anael gard,g201029,Song,Поломало,
,Shortparis - Говорит Москва (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=DO1BwEgWr-Q,anael gard,g201029,Song,Говорит Москва,
,Shortparis - Стыд (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=KD3GqKn3Zn0,anael gard,g201029,Song,Стыд,
,Shortparis - Любовь (01.05.2021 Нижний Новгород),https://www.youtube.com/watch?v=pe42AkcLaHM,anael gard,g201029,Song,Любовь,
,ShortParis 13.12.2021,https://www.youtube.com/watch?v=cwKvV11WRW0,Виталий Седов,g210213,Song,Новокузнецк,
,SHORTPARIS 13.02.2021 New/Open Showcase Festival,https://www.youtube.com/watch?v=s-i6QPP68-w,Tema Andreev,g210213,Song,Что-то особое во мне,
,"Shortparis - Страшно / Отвечай за слова (15/05/2021, Adrenaline Stadium, Москва) / 4k",https://www.youtube.com/watch?v=wcBgxh3XGR0,AG Galfinger,g210515,Multiple Songs,Страшно||Отвечай за слова,
,"Shortparis - Говорит Москва! (15/05/2021, Adrenaline Stadium, Москва) / 4k, супер чётко!",https://www.youtube.com/watch?v=hEktHnwQ7K8,AG Galfinger,g210515,Song,Говорит Москва,
,"Shortparis - Amsterdam (15/05/2021, Adrenaline Stadium, Москва) / 4k",https://www.youtube.com/watch?v=9ISp8TYF4JU,AG Galfinger,g210515,Song,Amsterdam,
,"Shortparis - Скука (NEW! Премьера!) (15/05/2021, Adrenaline Stadium, Москва) / 4k",https://www.youtube.com/watch?v=R_PQ2sTKbrA,AG Galfinger,g210515,Song,Скука,
,"Shortparis - Любовь ""Танцуй, с..а, танцуй"" (15/05/2021, Adrenaline Stadium, Москва) / 4k, ОГОНЬ!",https://www.youtube.com/watch?v=4UWQx5ko0cY,AG Galfinger,g210515,Song,Любовь,
,"SHORTPARIS 15.05.2021 в Adrenaline Stadium, Москва (full concert)",https://www.youtube.com/watch?v=qLmkmytt4v8,Nataly Light,g210515,Full Set,,
,shortparis – стыд,https://www.youtube.com/watch?v=USDgNX3tMD4,anton is,g210515,Song,Стыд,
,shortparis – что-то особое во мне,https://www.youtube.com/watch?v=eT5r9dJlBbg,anton is,g210515,Song,Что-то особое во мне,
,shortparis - туту,https://www.youtube.com/watch?v=GcUjoHDQDCY,anton is,g210515,Song,Туту,
,shortparis - amsterdam,https://www.youtube.com/watch?v=3zflgItaChA,anton is,g210515,Song,Amsterdam,
,shortparis – говорит москва,https://www.youtube.com/watch?v=-L_vw6Du7x4,anton is,g210515,Song,Говорит Москва,
,"Shortparis - Live in Moscow, Adrenaline Stadium, 15.05.2021",https://www.youtube.com/watch?v=uxhlT6NQipE,Aaarrrghhhhhh,g210515,Song,Новокузнецк,
,"Shortparis - Сттрашно @ Москва, Adrenaline Stadium, 15.05..2021",https://www.youtube.com/watch?v=Zx0qai6JtOs,Mark Psy,g210515,Song,Страшно,
,"SHORTPARIS - Яблонный сад (NEW) 15.05.2021, Adrenaline Stadium, Москва",https://www.youtube.com/watch?v=WNrKKKr95kA,Nataly Light,g210515,Song,Яблонный сад,
,SHORTPARIS - Бирюза 15.05.2021 Adrenaline Stadium,https://www.youtube.com/watch?v=w9R77J1sThY,Nataly Light,g210515,Song,Бирюза,
,"SHORTPARIS - Страшно @ A2 Green Concert | Санкт-Петербург, Россия | 20.05.2021",https://www.youtube.com/watch?v=ns9617NgeQA,noise_jam,g210520,Song,Страшно,
,"SHORTPARIS - Что-то особое во мне @ A2 Green Concert | Санкт-Петербург, Россия | 20.05.2021",https://www.youtube.com/watch?v=X0OU12VqY48,noise_jam,g210520,Song,Что-то особое во мне,
,"SHORTPARIS - Бирюза (в конце концерта) @ A2 Green Concert | Санкт-Петербург, Россия | 20.05.2021",https://www.youtube.com/watch?v=GyMWtM_olGw,noise_jam,g210520,Song,Бирюза,
