gig_id,url,type,archive_service
g200617,https://www.facebook.com/events/187278682498143/,Facebook Event,
g200619,https://www.facebook.com/events/186562602618672/,Facebook Event,
g200619,https://www.schlachthof-wiesbaden.de/programmdetails/items/shortparis.html,Venue Event Page,
g200620,http://www.undertheradarmag.com/news/shortparis_announce_european_tour_for_may_and_june,Press Release,
g200620,https://www.facebook.com/events/2736395436475377/,Facebook Event,
g200620,https://www.artefact.org/la-laiterie/programmation/shortparis-bbcc,Venue Event Page,
g200621,http://www.undertheradarmag.com/news/shortparis_announce_european_tour_for_may_and_june,Press Release,
g200621,https://cavesdumanoir.ch/event/bons-baisers-de-russie/,Venue Event Page,
g200623,http://www.undertheradarmag.com/news/shortparis_announce_european_tour_for_may_and_june,Press Release,
g200627,http://morezvukov.nl/tourdates/,Booking Agency,
g200801,https://www.barby.co.il/showcat.aspx?id2=2601,Venue Event Page,
g200822,https://vk.com/signal.live,VK Event,
g200829,https://tmw.ee/artists/shortparis,Festival Artist Page,
g200829,https://bublik.delfi.ee/news/culture/luna-i-shortparis-ne-smogut-priehat-na-tallinn-music-week-zato-vystupit-datskaya-rok-gruppa-iceage?id=90499375,Press Release,
g200912,https://vk.com/presentperfectfestival,VK Event,
g200912,https://www.facebook.com/events/773797193127140,Facebook Event,
g200930,https://vk.com/shortparistula,VK Event,
g201001,https://vk.com/shortparis_vrn,VK Event,
g201002,https://vk.com/shortparis_rnd,VK Event,
g201003,https://vk.com/shortparis_krd,VK Event,
g201009,https://vk.com/shortparisinkrsnrsk0910,VK Event,
g201009,https://www.facebook.com/events/968449136957025/,Facebook Event,
g201010,https://vk.com/shortparisintmsk,VK Event,
g201011,https://vk.com/shortparisinnsk1110,VK Event,
g201013,https://vk.com/shortparisinnvkz1310,VK Event,
g201018,https://vk.com/shortparisintymen1910,VK Event,
g201020,https://vk.com/shortparisinekb2010,VK Event,
g201021,https://vk.com/shortparisinchlb2110,VK Event,
g201021,https://vk.com/shortparisinchlb2110,Photo Gallery,
g201023,https://vk.com/shortparisinufa,VK Event,
g201026,https://vk.com/shortparisinsamara,VK Event,
g201027,https://vk.com/shortparisinkazan,VK Event,
g201029,https://vk.com/shortparisinnino,VK Event,
g201030,https://vk.com/shortparisinyaro,VK Event,
g201104,https://vk.com/shortparis_minsk,VK Event,
g201114,https://vk.com/shortparis_spb2020,VK Event,
g201125,https://vk.com/shortparis_msk2020,VK Event,
g210213,https://vk.com/shortparisnewopen2021,VK Event,
g210213,https://yeltsin.ru/affair/Shortparis-Koncert-v-ramkah-NewOpen-Showcase/,Venue Event Page,
g210414,https://vk.com/shortparisinnsk1110,VK Event,
g210414,https://vk.com/album-197573790_279085959,Photo Gallery,
g210415,https://vk.com/shortparisinkrsnrsk0910,VK Event,
g210417,https://vk.com/shortparisintmsk,VK Event,
g210418,https://vk.com/shortparisinnvkz1310,VK Event,
g210420,https://vk.com/shortparisinomsk,VK Event,
g210423,https://vk.com/shortparisinperm2021,VK Event,
g210429,https://vk.com/shortparisinsamara,VK Event,
g210515,https://vk.com/shortparis_msk2020,VK Event,
g210520,https://vk.com/shortparis_spb2020,VK Event,
g210531,https://www.last.fm/ru/event/4545630+Shortparis,Last.fm Event,
g210531,https://www.facebook.com/events/473523523560935/,Facebook Event,
g210602,https://vk.com/shortparistula,VK Event,
g210604,https://vk.com/shortparis_vrn,VK Event,
g210605,https://vk.com/shortparis_rnd,VK Event,
g210606,https://arenahall.info/krd/e/shortparis_kras/,Venue Event Page,
g210606,https://vk.com/shortparis_krd,VK Event,
g210606,https://www.facebook.com/events/2751161311587967/,Facebook Event,
g210606,https://reznik.ws/shortparis2021,Photo Gallery,
g210608,https://www.last.fm/ru/event/4572434+Shortparis+at+Melkweg+on+08+June+2021,Last.fm Event,
g210608,https://www.melkweg.nl/nl/agenda/shortparis-08-06-2021-2,Venue Event Page,
g210608,https://www.facebook.com/events/802908003795937/,Facebook Event,
g210614,https://www.last.fm/ru/event/4573636+Shortparis+at+Botanique+on+14+June+2021,Last.fm Event,
g210614,https://www.facebook.com/events/288091489117091,Facebook Event,
g210614,https://botanique.be/en/concert/shortparis-2021-0,Venue Event Page,
g210615,https://www.facebook.com/events/240105140646434,Facebook Event,
g210616,https://www.facebook.com/events/363655328000131,Facebook Event,
g210618,https://www.artefact.org/la-laiterie/programmation/shortparis-bbcc,Venue Event Page,
g210619,https://mintmusic.ru/lineup/schedule/,Festival Lineup,Wayback
g210619,https://vk.com/mintmusicfest,VK Event,Wayback
g210627,https://vk.com/foxrockfest2021,VK Event,
g210704,https://daily.afisha.ru/news/50627-na-festivale-st-fields-vystupyat-ris-chatem-shackleton-shortparis-vladimir-martynov-i-moa-pillar/,Press Release,
g210708,https://atlasweekend.com/en/line-up/shortparis,Festival Artist Page,
g210723,https://www.facebook.com/events/2552130998400013/,Facebook Event,
g210723,https://popmesse.cz/program/,Festival Lineup,
g210807,https://letchikfest.ru/lineup/artists/shortparis,Festival Artist Page,
g210814,https://rus.err.ee/1608231678/na-gorodskom-festivale-grom-v-lasnamjaje-vystupjat-shortparis-i-tommi-kjesh,Press Release,
g210814,https://www.last.fm/festival/4560018+GROM+2021,Last.fm Event,
g210814,https://www.facebook.com/events/405148600323111,Facebook Event,
g210819,https://vk.com/signal2021,VK Event,
g210826,https://www.facebook.com/events/546828252960195,Facebook Event,
g210828,https://vk.com/summeet,VK Event,
g210828,https://summeet.ru/line-up/,Festival Lineup,
g210902,https://www.facebook.com/events/504979560423975/,Facebook Event,
g210904,https://www.facebook.com/events/849730745841848,Facebook Event,
g210904,https://bilet.bg/bg/events/wrong-fest-2021/2515,Tickets,
g210904,https://www.instagram.com/wrongfest2021/,Instagram,
g220913,https://fource.pl/en/events/shortparis/,Tickets,
g220913,https://www.facebook.com/events/473523523560935/,Facebook Event,
g211204,https://showdiver.com/events/1c265e72-a003-4c85-9f57-d8f44315ba57,Tickets,
g211204,https://www.songkick.com/concerts/39901968-shortparis-at-main-stage,Songkick Event,
g211211,https://showdiver.com/events/1a026a72-fc08-4a46-9885-35d363611b5f,Tickets,
g211211,https://www.songkick.com/concerts/39901977-shortparis-at-sibur-arena,Songkick Event,
